shift_name,severity_name,method_name,alpha,abstention_policy,abstention_threshold,metric_name,seed_count,expected_seed_count,complete_group,mean,std,ci_lower,ci_upper
brightness_contrast,increased_contrast,standard_conformal,0.1,,,singleton_set_rate,3,3,True,0.9598333333333334,0.0035949038002891487,0.9509030972329205,0.9687635694337463
brightness_contrast,increased_contrast,standard_conformal,0.1,,,worst_class_coverage,3,3,True,0.6756666666666667,0.013051181300301274,0.6432457350156976,0.7080875983176359
brightness_contrast,increased_contrast,standard_conformal,0.2,hybrid,0.5,abstention_rate,3,3,True,0.18543333333333334,0.005331353799302149,0.17218951630580348,0.1986771503608632
brightness_contrast,increased_contrast,standard_conformal,0.2,hybrid,0.5,acceptance_rate,3,3,True,0.8145666666666668,0.0053313537993021675,0.8013228496391369,0.8278104836941966
brightness_contrast,increased_contrast,standard_conformal,0.2,hybrid,0.5,number_abstained,3,3,True,1854.3333333333333,53.31353799302137,1721.895163058035,1986.7715036086315
brightness_contrast,increased_contrast,standard_conformal,0.2,hybrid,0.5,number_accepted,3,3,True,8145.666666666667,53.31353799302137,8013.228496391369,8278.104836941966
brightness_contrast,increased_contrast,standard_conformal,0.2,hybrid,0.5,selective_accuracy,3,3,True,0.9748026487919446,0.0024341827906158514,0.9687558035244821,0.980849494059407
brightness_contrast,increased_contrast,standard_conformal,0.2,hybrid,0.5,selective_risk,3,3,True,0.025197351208055403,0.0024341827906158514,0.019150505940592907,0.031244196475517898
brightness_contrast,increased_contrast,standard_conformal,0.2,hybrid,0.6,abstention_rate,3,3,True,0.18543333333333334,0.005331353799302149,0.17218951630580348,0.1986771503608632
brightness_contrast,increased_contrast,standard_conformal,0.2,hybrid,0.6,acceptance_rate,3,3,True,0.8145666666666668,0.0053313537993021675,0.8013228496391369,0.8278104836941966
brightness_contrast,increased_contrast,standard_conformal,0.2,hybrid,0.6,number_abstained,3,3,True,1854.3333333333333,53.31353799302137,1721.895163058035,1986.7715036086315
brightness_contrast,increased_contrast,standard_conformal,0.2,hybrid,0.6,number_accepted,3,3,True,8145.666666666667,53.31353799302137,8013.228496391369,8278.104836941966
brightness_contrast,increased_contrast,standard_conformal,0.2,hybrid,0.6,selective_accuracy,3,3,True,0.9748026487919446,0.0024341827906158514,0.9687558035244821,0.980849494059407
brightness_contrast,increased_contrast,standard_conformal,0.2,hybrid,0.6,selective_risk,3,3,True,0.025197351208055403,0.0024341827906158514,0.019150505940592907,0.031244196475517898
brightness_contrast,increased_contrast,standard_conformal,0.2,hybrid,0.7,abstention_rate,3,3,True,0.18543333333333334,0.005331353799302149,0.17218951630580348,0.1986771503608632
brightness_contrast,increased_contrast,standard_conformal,0.2,hybrid,0.7,acceptance_rate,3,3,True,0.8145666666666668,0.0053313537993021675,0.8013228496391369,0.8278104836941966
brightness_contrast,increased_contrast,standard_conformal,0.2,hybrid,0.7,number_abstained,3,3,True,1854.3333333333333,53.31353799302137,1721.895163058035,1986.7715036086315
brightness_contrast,increased_contrast,standard_conformal,0.2,hybrid,0.7,number_accepted,3,3,True,8145.666666666667,53.31353799302137,8013.228496391369,8278.104836941966
brightness_contrast,increased_contrast,standard_conformal,0.2,hybrid,0.7,selective_accuracy,3,3,True,0.9748026487919446,0.0024341827906158514,0.9687558035244821,0.980849494059407
brightness_contrast,increased_contrast,standard_conformal,0.2,hybrid,0.7,selective_risk,3,3,True,0.025197351208055403,0.0024341827906158514,0.019150505940592907,0.031244196475517898
brightness_contrast,increased_contrast,standard_conformal,0.2,hybrid,0.8,abstention_rate,3,3,True,0.18543333333333334,0.005331353799302149,0.17218951630580348,0.1986771503608632
brightness_contrast,increased_contrast,standard_conformal,0.2,hybrid,0.8,acceptance_rate,3,3,True,0.8145666666666668,0.0053313537993021675,0.8013228496391369,0.8278104836941966
